-2924	2456 	11196	-4660	8011	-6304	77148.6
-3228	2616 	12044	-4621	8171	-6247	77568.6
-4024	3068 	13308	-4734	8407	-6088	77985.9
-4104	3040 	14280	-4807	8626	-5931	78407.4
-4076	3180 	15312	-4850	8424	-5517	78892.3
-4032	3652 	16900	-4934	8452	-5192	79367.1
-4124	3752 	18052	-5009	8414	-4815	79775.9
-4188	4196 	19176	-5092	8155	-4110	80200.6
-4056	4600 	20792	-5229	8275	-3684	80686.8
-3900	4764 	21964	-5334	8395	-3160	81106.8
-4172	4848 	22964	-5417	8233	-2376	81527.2
-4208	4632 	24300	-5390	8072	-1838	81978.1
-4096	4440 	24832	-5351	8115	-1376	82399.8
-3784	4456 	25696	-5145	8287	-730	82878.7
-3428	4700 	26816	-4924	8071	-357	83297.6
-3572	4720 	27628	-4600	7766	-7	83731
-3356	4604 	28496	-4171	7199	341	84135.8
-2728	4492 	29156	-3793	6825	559	84553.9
-2328	4728 	29672	-3564	6610	729	84975.2
-2036	4520 	30388	-3340	6255	903	85404
-1920	4416 	30984	-3055	5818	940	85828.3
-1724	4572 	31148	-2796	5235	927	86247.5
-1548	4656 	31652	-2442	4375	799	86662.9
-1760	4700 	31368	-2154	3734	697	87185.1
-1780	4820 	31664	-1975	2924	571	87629.3
-1852	4816 	31836	-1444	1445	395	88058.8
-1824	5032 	31496	-1185	612	297	88464.3
-1748	5184 	31184	-830	-326	255	88884.4
-2144	5404 	31288	-281	-1587	242	89323.1
-1324	5900 	31456	205	-2335	289	89747.6
-2192	6228 	31112	433	-4113	454	90168.9
-1760	5964 	31240	1021	-3758	630	90568.2
-1456	6272 	30668	1365	-5056	1001	90995.6
-1968	6744 	30292	1636	-5927	1333	91465.2
-2296	6360 	30148	2192	-6730	1849	91887.6
-1868	6752 	29492	2428	-7714	2263	92309
-2068	6988 	29048	2659	-8469	2596	92705
-2308	6652 	28592	3151	-9233	2970	93205.3
-2232	6620 	28020	3458	-9802	3177	93630.8
-2156	6564 	27432	3792	-10065	3375	94049
-2268	6308 	26536	4221	-10632	3598	94447.3
-2092	6024 	25848	4515	-10862	3773	94893
-1996	5676 	25192	4936	-11085	4004	95375.1
-2344	5104 	23920	5228	-11018	4190	95797.9
-2048	4648 	22956	5519	-11107	4409	96216.6
-1936	3920 	21796	5824	-11133	4614	96621.5
-2016	3028 	20264	6393	-10830	4870	97049.9
-1708	2408 	19328	6722	-10687	4982	97468.8
-1308	1836 	18384	7020	-10389	5077	97889.1
-872	996 	17240	7500	-9802	5114	98305.3
-552	552 	16372	7813	-9492	5100	98722.8
-204	232 	15600	8225	-9167	5068	99143.9
-100	-492 	14560	8445	-8928	4965	99629.4
572	-1008 	13952	8546	-8803	4860	100050
1036	-1548 	12736	8514	-8775	4672	100546
1192	-1824 	12188	8453	-8737	4456	100947
1324	-2204 	11692	8374	-8962	4229	101368
1504	-2452 	10460	8105	-8896	3752	101847
1684	-2308 	9472	7904	-8764	3408	102325
1568	-2172 	9076	7667	-8590	2995	102733
1168	-2212 	7548	7254	-7960	2309	103155
1000	-2336 	7204	7059	-7452	1955	103632
684	-2676 	6220	6758	-7244	1556	104051
456	-2768 	5432	6299	-6855	1133	104487
632	-2836 	4732	5910	-6422	896	104888
1132	-2772 	4420	5555	-6035	799	105309
156	-3048 	3576	4853	-5880	681	105789
376	-3272 	3404	4418	-5264	613	106224
316	-3464 	2788	3996	-4870	672	106648
508	-3548 	2576	3390	-4027	731	107047
824	-3500 	2232	2849	-3753	792	107463
676	-3524 	2392	2356	-2480	761	107969
1240	-3668 	2160	1815	-1762	854	108397
896	-3652 	2372	1423	-1786	864	108816
1080	-3548 	2204	1032	-1165	785	109214
1164	-3780 	2160	453	-504	723	109630
1296	-3696 	1980	65	-140	622	110108
1048	-3860 	1980	-204	87	437	110529
840	-3964 	1720	-556	491	39	110950
788	-3840 	1576	-744	595	-328	111347
520	-3808 	1536	-919	687	-778	111783
564	-3532 	1420	-1087	1396	-1524	112267
420	-3416 	1200	-1216	1958	-2058	112685
304	-3260 	1196	-1306	2558	-2546	113106
424	-2836 	1148	-1532	3597	-3229	113512
340	-2864 	1452	-1676	4201	-3627	113936
196	-2868 	1620	-1843	4626	-3933	114335
76	-2976 	1496	-2069	5593	-4220	114754
60	-2956 	1544	-2258	6425	-4419	115168
-168	-3120 	1816	-2400	7030	-4518	115585
40	-3284 	2104	-2565	7489	-4596	116011
364	-3168 	2288	-2690	7854	-4660	116482
296	-3240 	2780	-2811	7982	-4676	116903
708	-3312 	3796	-3147	8591	-4656	117346
920	-3256 	4264	-3463	9358	-4691	117751
1232	-3028 	5052	-4028	10278	-4666	118234
1040	-2756 	6196	-4425	10727	-4668	118656
812	-2592 	6660	-4847	11168	-4735	119083
868	-2376 	7648	-5529	11544	-4826	119489
536	-2276 	8124	-5901	11667	-4980	119907
184	-2108 	8572	-6284	11930	-5249	120380
-668	-1752 	9324	-6759	12057	-5694	120797
-1168	-1208 	10072	-7037	12259	-6081	121233
-1184	-972 	10908	-7311	12495	-6457	121634
-1472	-200 	12536	-7707	12411	-6932	122053
-1940	336 	13576	-7977	12134	-7198	122472
-2504	892 	14836	-8250	11862	-7406	122915
-3132	1528 	16456	-8567	11601	-7680	123392
-3460	2076 	17640	-8773	11434	-7753	123792
-3400	2348 	19072	-8892	11101	-7727	124212
-4040	3768 	23096	-9317	10493	-6779	124737
-4364	4528 	24932	-9380	10105	-6354	125350
-4488	5212 	26796	-9321	9579	-5640	125813
-4736	5388 	27992	-9210	9134	-5051	126251
-4168	5808 	28788	-9120	8774	-4478	126672
-4592	6368 	30124	-8990	7861	-3449	127097
-4672	6452 	30920	-8796	8368	-2878	127518
-4032	6868 	31512	-8526	7881	-2174	127935
-4288	7316 	32767	-8180	6958	-1119	128408
-4352	7384 	32767	-7780	6116	-489	128818
-4372	7604 	32767	-7480	5317	179	129241
-4380	7752 	32767	-7197	4245	997	129749
-3604	7968 	32767	-6684	3735	1583	130219
-4004	8096 	32767	-6196	2626	1906	130695
-4040	7876 	32767	-5470	1739	2177	131340
-3752	7456 	32767	-4950	1238	2275	131784
-3616	7236 	32612	-4307	647	2308	132242
-3500	6628 	32272	-3425	-515	2440	132658
-3260	6172 	32028	-2773	-629	2494	133149
-2900	5656 	31856	-2107	-1431	2629	133571
-2748	5524 	31492	-1272	-2592	2985	133996
-2560	5293 	-258	-680	-3137	3194	134405
-2356	5180 	31212	-166	-4253	3458	134823
failed to read from i2c bux .
-2400	4952 	30719	-2400	4952	30719	155138
