0.125687	-0.0157109 	-0.975648	-8.27481	13.6336	-2.0458	54548.8
-0.118617	0.33857 	5.99686	5.34351	-12.2901	3.09924	56034.1
0.0274941	0.12883 	2.08798	6.30534	-11.5115	2.56489	57184.7
0.110762	-0.0235664 	-0.774548	-6.9771	12.1527	-1.87786	58310.3
0.0769835	-0.00471328 	-0.0455617	-9.28244	13.2672	-1.74046	59350.4
-0.0353496	0.216025 	3.6033	-3.61832	2.06107	0.580153	60405
-0.172035	0.356638 	6.435	4.36641	-10.855	2.8855	61510.2
-0.0133543	0.17282 	3.06677	6.9313	-13.2977	3.22137	62552.6
0.106049	-0.025923 	-0.397486	1.70992	-3.57252	1.05344	63589.7
0.109191	-0.0188531 	-0.579733	-6.22901	9.83206	-1.54198	64600.4
0.0125687	0.161822 	2.62294	-9.80153	14.4275	-2.15267	65625.8
-0.147683	0.333857 	6.35664	-5.32824	5.64885	-0.503817	66630.5
-0.15868	0.369207 	6.435	2.79389	-7.98473	2.21374	67629.6
-0.0314218	0.228594 	4.03064	7.20611	-13.4046	2.99237	68633
0.09348	0.0102121 	0.197958	3.55725	-6.35115	1.23664	69639.8
0.126473	-0.0212097 	-0.900236	-4.62595	7.1145	-1.14504	70630.4
0.0439906	0.119403 	1.68028	-9.40458	14.2748	-2.27481	71710.6
-0.113119	0.307148 	5.62844	-6.99237	8.58015	-0.931298	72747.5
-0.162608	0.385703 	6.435	0.793893	-5.17557	1.81679	73812.1
-0.0597015	0.252946 	4.94108	6.39695	-13.542	3.26718	74843.2
0.0667714	0.0314218 	0.981932	4.85496	-8.96183	2	75879.9
0.134328	-0.0628437 	-0.981147	-2.48855	4.19847	-0.381679	76877.2
0.0699136	0.0447761 	0.847604	-8.47328	13.7252	-1.93893	77936.6
-0.0832679	0.270228 	4.8209	-8.03053	10.855	-1.29771	78984.8
-0.175962	0.384918 	6.435	-1.0229	-2.15267	1.61832	80150.5
-0.117046	0.307148 	5.73449	5.75573	-12.8244	3.84733	81291.3
0.0361351	0.0871956 	1.82875	-0.625954	1.20611	0.351145	82422.6
0.133543	-0.0479183 	-0.882954	-7.75573	12.6107	-1.93893	83530.4
0.108405	-0.0133543 	0.115475	-9.16031	13.0076	-1.9084	84583.8
-0.0526316	0.194815 	3.85389	-3.17557	1.45038	0.59542	85667.5
-0.143755	0.351139 	6.43362	4.48855	-11.0687	2.67176	86699.7
-0.0188531	0.155538 	2.77298	6.62595	-12.6412	2.9313	87757.2
0.106834	-0.0125687 	-0.527101	1.46565	-2.01527	0.961832	88778
0.116261	0.00549882 	-0.444619	-6.39695	10.9008	-1.67939	89792.4
0.00785546	0.164179 	2.92852	-9.67939	14.3511	-2.1374	90805
-0.150825	0.323645 	6.435	-4.91603	4.91603	-0.0610687	91856.5
-0.154753	0.362922 	6.435	3.0687	-8.77863	2.50382	92882.7
-0.0212097	0.217596 	3.73134	6.8855	-13.7252	3.25191	93891.5
0.0997643	0.00157109 	-0.00628437	3.32824	-5.58779	1.57252	94924.6
0.123331	-0.0298507 	-0.818539	-4.79389	8.19847	-1.00763	95944.4
0.0267086	0.116261 	1.98507	-9.41985	14.4733	-2.21374	96962
-0.122545	0.312647 	5.85939	-6.44275	7.78626	-0.870229	98016
-0.141398	0.377062 	6.435	1.43511	-5.96947	1.72519	99035.1
-0.0447761	0.264729 	4.67007	6.9313	-13.4198	3.51145	100048
0.0699136	0.0251375 	0.711705	4.64122	-7.9542	2.32061	101088
0.147683	-0.0502749 	-0.975648	-3.0229	5.22137	-0.458015	102112
0.0612726	0.0746269 	1.12097	-9.00763	14.2137	-1.9542	103192
-0.077769	0.278083 	5.08484	-7.75573	10.4122	-1.19084	104215
-0.161037	0.365279 	6.435	-0.458015	-2.76336	1.46565	105273
-0.0974077	0.278869 	5.50903	5.96947	-12.7634	3.25191	106321
0.0361351	0.0659859 	1.55617	5.75573	-10.5038	2.42748	107337
0.118617	-0.0526316 	-0.907306	-0.916031	1.9542	-0.167939	108350
0.0879811	0.00628437 	0.339356	-7.8626	13.1756	-2.30534	109366
-0.0565593	0.230165 	4.14847	-8.91603	12.7023	-1.87786	110372
-0.175177	0.360566 	6.435	-2.48855	0.59542	0.580153	111368
-0.133543	0.3315 	6.24116	5.41985	-11.5267	2.80916	112428
0.0141398	0.12883 	2.50746	6.79389	-12.5802	2.87023	113459
0.124116	-0.0361351 	-0.667714	0.916031	-1.57252	0.687023	114478
0.103692	-0.00706991 	-0.322074	-6.62595	11.4504	-1.58779	115491
-0.025923	0.190102 	3.1791	-9.38931	14.1069	-2	116494
-0.161037	0.35978 	6.435	-4.0458	3.81679	-0.0916031	117483
-0.135114	0.357423 	6.435	4.07634	-9.75572	2.36641	118491
-0.00785546	0.164179 	3.48311	7.17557	-13.3282	3.0687	119522
0.131972	-0.0196386 	-0.142969	2.8855	-4.41221	1.26718	120546
